channel_id	description
UC3_VCOJMaivgcGqPCTePLBA	"Architecture at a small scale expressed through woodworking and film making. 

Disclaimer:  My videos here are for entertainment, to share what I do, and to maybe provide some inspiration.  Woodworking can be dangerous if all safety precautions are not taken.  Please don't try anything I am doing just because you saw me doing it. Understand that there are years of learning and experimentation by me that are not in the videos.  You can have a safe, enjoyable, and even inspirational time in your shop by understanding your own tools, materials, and your own skill level.

Frank Makes LLC
P.O. Box 25518
Portland, OR 97298"
UCDVPcEbVLQgLZX0Rt6jo34A	Join me, Mr. Kate, as I take you on a journey through life, style, interior design, and DIY!
UC4v2tQ8GqP0RbmAzhp4IFkQ	"Hey there. I’m April and I’m the creator of Wilker Do’s.

I am an obsessed DIYer and Woodworker. I'm not professional or have any training, so I just pick the project I want to tackle and figure it out step by step. 

I picked up my first tool in January of 2013. I couldn't afford to buy the things I wanted around my home, so I decided to try my hand at making them instead. I was hooked after my first project so I just never stopped. 

I put out a video as well as a written tutorial on all the projects I do to improve my home and workshop. You can find my website at Wilkerdos.com

I also have a commercial and retail shop called the Wood Shed. Find out more about The Wood Shed here: https://youtu.be/l3Rm8avK6kM
Do you have a bulk CNC production needs? Email us here! cncwoodshed@gmail.com
Do you have a log milling question or are you interested in purchasing a Logosol Mill? Email us here: millingwoodshed@gmail.com

Thanks for checking out my videos!

Cheers,
April"
UCD-aHqZMn6eU1zA15md1I1Q	"Hey, I'm Angelynn! Formerly known for my popular Rainbow Loom videos, I am currently uploading videos on a broad spectrum from DIYs to challenges to lifestyle videos. I upload a new video every Friday and sometimes on Tuesdays. I hope you enjoy my videos, and don't forget to subscribe! :)
♡
Interested in collaborating with me? Contact me at the email below (can only be seen on computer browsers)! I love working with companies to let my viewers about the latest products."
UC8Pksdbj37CdE00kmE7Z1dw	"AdoramaTV is the preeminent source for videos related to photography, video, and audio. Of course, we have new product releases and gear reviews, but what sets AdoramaTV apart is how we connect with our viewers and create engaging creative content. We have over a dozen hosts that share their experiences, knowledge, and tips to over 1,500,000 viewers a month.

From studio lighting, video, and compact cameras to Photoshop, audio gear, and photographer interviews, AdoramaTV has something for any visual creator wanting to have more fun and a better experience with their camera. The hosts seek to engage with the viewers through their passion and knowledge, helping them feel more confident when they’re taking photos or video. 

AdoramaTV believes that having real professionals tell their stories and share their craft is why our audience is engaged with our videos and why they gain confidence and desire to explore their own creative directions with photography and video."
UCUtWNBWbFL9We-cdXkiAuJA	"Build Your Dream. Do It Right. | America's most trusted home improvement brand.

ThisOldHouse.com // @ThisOldHouse

This Old House expert advice on home improvement, remodeling, upgrades, tools, and products."
UCl-uySW6QEUI8aJQJdUc2Hg	
UCJ6LiC7cdWeFWskld0ojw0Q	
UCg5_Kgmle-7VTZa9N1Z71QA	
UCy93hETVnhE_6pP3aFTWElA	Herzlich Willkommen zum YouTube Channel von Sergei Glaukus! Wenn du noch nicht auf „Der Date Hacker“ registriert bist, dann hüpfe rüber auf https://derdatehacker.com/ und hole dir dort ein gratis Ebook zum Verführen von Frauen!
UCQtcJy7iQhpHmYSTc78tXdA	
UCmtV77GkrsLgetUrwvyH__w	
UCTCQ_NYxx-E_4AWBLIun5SQ	
UCaZ52NPFZM2E_sTRzuF7uWA	
UC_-u3XjJbQBPcxKpYI4zbUA	
UCjxz6A153nYU9bwNmtv32lg	
UCLar4eQmZiXw1NJ1IkO5aiw	
UCfIzrQCmwtw2hrNMQkkbwMg	
UCKYYTK3W8JFegnLMn45cAHA	
UCDsR0G_cGzUTbzKhDKFdIcw	LIFE Church steht für Kirche mitten im Leben - wir wollen ein Ort voller Begeisterung, Freunde und Gegenwart Gottes sein.
UCttAvYdxxjoEq9StsmlqCgQ	
UCMjQgu94TFqB2VSnNQjw6Dg	
UCtX0HRi8lsMyLHRqXQrzpSg	The Looksmax. Wanting to be the best you can be is not only healthy, but ideal.
UCs7bOgd6MKFUjSXE-2FJIIA	
UCYzJ-CxKjxV_epE301DUb0A	
UClxvvJ9RgwK4iEwxQxOImsg	
UCdu8QrpJd6rdHU9fHl8J01A	"http://www.HopeForPaws.org

If you would like to SEND OUR ANIMALS stuff (a card, dog toys, cat toys, beds, rescue equipment or a check donation), it would be amazing!!!  They LOVE it!!!

Our address:
Hope For Paws
8950 W. Olympic Blvd #525
Los Angeles, CA 90211

We couldn't do this work without your support!  Please join us as a monthly donor of $5 and help us save many more lives this year: https://www.HopeForPaws.org

The less time we have to spend on fundraising for these animals, the more time we have to actually go out there and get them off the streets.  Veterinary care is extremely expensive, and you are making it all possible when you support our efforts!   If you haven't done so yet, I hope you will join us today.

Please follow our social media for regular updates on rescues & adoptions.

Facebook: https://www.facebook.com/hopeforpawscalifornia
Twitter: https://twitter.com/hopeforpaws
Instagram: https://www.instagram.com/hopeforpawsrescue/

Thanks  :-)

Eldad"
UCkEBDbzLyH-LbB2FgMoSMaQ	Animal Planet is the world's only entertainment brand that immerses viewers in the full range of life in the animal kingdom with rich, deep content via multiple platforms and offers animal lovers and pet owners access to a centralized online, television and mobile community for immersive, engaging, high-quality entertainment, information and enrichment.
UCBhgBmuPFbLLxnejr09lnAQ	"Kênh Youtube chính thức & duy nhất của HOA BAN FOOD™ | Đặc Sản - Văn Hóa - Ẩm Thực Tây Bắc

► Đặt hàng online tại: https://hoabanfood.com
► Hotline đặt hàng: 0914.268.535 | 0961.214.914
► HOA BAN FOOD™ - Nhà số 7, Khu liền kề Minori, 67A Trương Định, Quận Hai Bà Trưng, Hà Nội

+ Phản hồi về đặt hàng, giao hàng, xin gửi email: kd@hoabanfood.com

* Liên hệ trực tiếp với Mr. TÂN, xin gửi email: tan@hoabanfood.com"
UCRxAgfYexGLlu1WHGIMUDqw	"Thank you for visiting my channel! If you have a request, please leave a comment. :)
I am not professional chef. I just like cooking.
If you're also interested, I have an Instagram below, too.
Thank you!

My other channel (Rachel & Jun): https://www.youtube.com/RachelAndJun

お立ち寄りいただき、ありがとうございます。
週末に趣味で料理をしております。リクエストなど、
何でも気軽にコメントしていただければ幸いです。^^

(日本語字幕は新しいものから更新予定です)

メインチャンネル: https://goo.gl/GcxsSH"
UChTRw0OKvFG5k_RLBRmZ_sA	"TINY HAMSTER'S FIRST BOOK IS COMING OUT NEXT MONTH!! PRE-ORDER TODAY!! http://bit.ly/TinyHamsterBook

SUBSCRIBE! NEW VIDEO EVERY MONTH!
Contact: HelloDenizen@gmail.com"
UCDPk9MG2RexnOMGTD-YnSnA	National Geographic Wild is a place for all things animals and for animal-lovers alike. Take a journey through the animal kingdom with us and discover things you never knew before, or rediscover your favorite animals!
UCGbOTPDlBwkN-4N85dK6U7Q	"かご猫 Ｂｌｏｇ
https://kagonekoshiro.com

かご猫便り
http://www.facebook.com/kagoneko.tayori

Twitter：
http://twitter.com/shironeko_1

Facebook：
http://www.facebook.com/pages/%E3%81%8B%E3%81%94%E7%8C%AB/118302101591702

Name:Shiro
Born March 08, 2002

Length: 70 cm Weight 4.5 kg

Name:TyaTora
Born April 2007


Name:Tibi
Born April 2008


Name:mimi
Born May 2012


Name:kuro
Born Jul 2013


Name:NORA
Born ？
Age:?


かご猫　シロ　 
2002年3月8日生まれ
オス

体重4.5キロ・全長70センチ
雑種

茶トラ
2007年4月生まれ
オス

雑種

ちび
2008年4月生まれ
オス

雑種

みみ
2012年5月生まれ
オス

雑種

くろ
2013年7月生まれ

雑種

のら
？"
UCmLiSrat4HW2k07ahKEJo4w	
UC_tejXLLDBrLyZFk2cZrhHw	Creativity. Inspiration. Education.
UCINb0wqPz-A0dV9nARjJlOQ	The Dodo on YouTube is a place for everyone who loves animals and cares about their wellbeing. Our goal is to make caring about animals a viral cause. We want our fans to fall in love with animals, be entertained while they’re doing it, and feel empowered to help animals in need.
UCI6gB6eZS0c3ZrjcJq7xAtA	Not Peric's Ex.
UCSzHO_V894KyTDw3UgZS7gg	"We're an American/Japanese married couple living in Japan, traveling places, bothering our cats, and doing dumb stuff for your enjoyment!

This is our vlog channel. I make no guarantees as to the quality of content on this channel.

We also have a channel about Japan: https://www.youtube.com/RachelandJun
And Jun has a cooking channel: https://www.youtube.com/JunsKitchen

P.O. BOX
--------------
Yoshidamasaki Inc. Rachel & Jun
107-0061
Tokyo, Minato-ku, Kitaaoyama 3-9-5
Okamoto Biru 201
JAPAN"
UCZzFRKsgVMhGTxffpzgTJlQ	"This is the official YouTube channel of me, dog trainer Zak George! :)
In order to get the most out of my videos, I recommend that your order my book here: http://www.DogTrainingRevolution.com Thank you!

If you want me to definitely see and answer your dog training question go here: http://www.patreon.com/zakgeorge 

For Additional videos and interaction, join me on facebook: http://www.facebook.com/TheZakGeorge (also you'll have access to my ""secret videos"" on my Facebook page!)


Thank you for subscribing!

Like me on Facebook: http://www.facebook.com/TheZakGeorge

Follow me on Twitter: http://www.twitter.com/zakgeorge

Business emails only:
zakgeorge@me.com



Thank you."
UCL0L7RQ8mrO10OLRlWPoq6A	"BlacktipH Fishing brings you some of the most exciting fishing videos on the web. Our host, Josh Jorgensen, is an extreme angler who has an adrenaline seeking appetite for monster fish! Whether it's catching monster fish from the beach, from a kayak or from a boat, Josh pushes the limits of big game fishing. Our content has been featured on Discovery, National Geographic, Today Show and many more! 

NEW VIDEOS EVERY OTHER TUESDAY!"
UCxj_vl4qdX8MESp3ADqynsA	"Life After College: My vlog features my life after having graduated from College--a part of life not usually featured online. I also have an awesome Corgi Dog sidekick named Gatsby (a tri-colored pembroke welsh corgi). I love collecting Amiibos, Playing video games, Fitness/bodybuilding, Ninebots, Saltwater Aquariums, Cooking, hiking, and Movie Reviews.

See what my life after college is like!
Website: http://www.LifeAfterCollege.com
Shop: http://www.CorgiOnFleek.com

Send Us Mail:
VlogAfterCollege
P.O. Box 111124
Campbell, CA 95011-1124

Name: Ryen
College: Cornell University 2011
Dog: Gatsby the Corgi (unfortunately the breeder information is unavailable)"
UCLsj_Re3SxtkbZfX_ypY1eQ	"수리노을 고양이 가족의 이야기 Story of SuriNoel cat family

노을 : 아빠냥. 2012년 7월생/ 스코티쉬폴드   Noel - Dad , born in 2012.7 , scottish fold
수리 : 엄마냥. 2012년 9월생/스코티쉬 스트레이트  Suri - Mom , born in 2012.9 , scottish straight
라온 : 첫째딸. 2015년 3월생/ 스코티쉬폴드 Raon - First Daughter, born in 2015.3 , scottish fold
이즈 : 둘째아들. 2015년 3월생/ 스코티쉬폴드 Iz - Second Son, born in 2015.3 , scottish fold
소울 : 막내아들. 2015년 3월생/스코티쉬 스트레이트 Soul- Last Son, born in 2015.3 , scottish straight

남집사+여집사+아기집사 총 3명의 집사가 얹혀살고있음.
Male Butler + Female Butler + Baby Butler ,  Total 3 Butlers live off Surinoel cat family."
UCPo4aWm6slfBmhMvmKaf-xQ	"The official YouTube account of Star Stable, a magical online world full of horses, friendship, mystery, and adventure! ✨ 

Star Stable is the #1 ranked and fastest growing horse game in the world, a MMORPG (Massively Multiplayer Online Role-Playing Game) where players from around the world can play, chat, and explore the magical online world of Jorvik from horseback!"
UCt6iqDb8Pcza_A_UW5XMFyg	"I'm a fishing freak & outdoorsman with a camera providing tips, how to, instruction, and documenting nature's awesomeness from woods and water around the world. I love to go bass fishing in ponds, lakes, and creeks, but I also love to travel to new places and explore new fishing and hunting grounds while bushcraft camping anywhere. 

MERCH
https://googansquad.com/

Mail me stuff that won't kill me : )
LFG OUTDOOR MEDIA
PO BOX #370
Argyle, TX 76226

ABOUT LAKEFORKGUY
Justin Rackley, known as Lakeforkguy in the fishing world, creates fishing videos on youtube and other social platforms.  Lakeforkguy provides fishing tips and techniques for mostly largemouth bass fisheries but also travels to other freshwater and saltwater fishing spots to explore new fish species and fishing techniques to show as many fishing places as possible and help you catch more fish. Lakeforkguy likes to hang out on his bass boat and kayaks with his wife Stephanie and french bulldog Winston."
UCwTrHPEglCkDz54iSg9ss9Q	"Welcome to kanalgratisdotse - the largest angling devoted channel in Scandinavia!

Kanalgratis.se is a YouTube-channel all about fishing. Pike fishing, fly fishing, sea fishing, carp fishing - you name it. We are just as passionate about fishing as we are about filming and our goal is to give you the best fishing films on YouTube. 

We have more than 200 films and all of them are 100% free to watch. 

Unique underwater footage of pikes attacking lures, big fish hitting the lures in the surface captured in 200fps super slow motion as well as educating fly tying films and how-to-videos.

New films every Thursday at 20:00 CET! Subscribe and stay tuned for more free high quality fishing films online!"
UCrc6LVD4Fu7EEl-3e7Zau_Q	"Bringing bass fishing to the next level
-APbassin"
UCt7sv-NKh44rHAEb-qCCxvA	"Привет, тут у нас просто самый популярный канал в России о технологиях и жизни в ногу со временем. Вливайся!
Сайт о технологиях - https://wylsa.com/
Контактная информация и специальные проекты https://wylsacom.media/"
UCK8sQmJBp8GCxrOtXWBpyEA	Experience the world of Google on our official YouTube channel. Watch videos about our products,  technology, company happenings and more. Subscribe to get updates from all your favorite Google products and teams.
UCFBjsYvwX7kWUjQoW7GcJ5A	"瀬戸弘司です。 UUUM所属です。

カメラやマイクなど撮影機材、楽器、DTM機材、おもちゃ、食べ物など気になったモノを紹介しつつ、身の回りに起こったことについて語ったり、たまに対談したりもします。

一貫性がないチャンネルなので、好きな動画を探して好きに観て下さい。

このチャンネルがメインチャンネルです。
他にもゲームチャンネル、ミニチャンネルがあります。

よろしくお願いいたします。"
UCiDJtJKMICpb9B1qf7qjEOA	"Adam Savage’s Tested is a content platform and community playground for makers and curious minds. On Tested.com, the highly- engaged Tested YouTube channel, and at conventions and events, dynamic makers share ideas and inspire each other to build their obsessions. Led by Adam Savage, the Tested team explores the intersection of science, popular culture, and emerging technology, showing how we are all makers. Adam also takes viewers behind the scenes of films, TV shows, theater, and museums, shining a spotlight on the craftspeople and artists who make the magic we all enjoy.

Tested is also: Norman Chan, Joey Fameli, Gunther Kirsch, Ryan Kiser, Kishore Hari, Sean Charlesworth, Jeremy Williams, Kayte Sabicer, Bill Doran, Arial Waldman, Darrell Maloney and Kristen Lomasney."
UCWwgaK7x0_FR1goeSRazfsQ	"Welcome to the official Samsung global channel, a place to discover the latest Samsung brand stories, events, innovative technologies, apps & services, B2B solutions, and developer community. 

We pledge to create and deliver products and services that enhance convenience and foster better lifestyles for our global customers and fans."
UCE_M8A5yxnLfW0KghEeajjw	Apple revolutionized personal technology with the introduction of the Macintosh in 1984. Today, Apple leads the world in innovation with iPhone, iPad, Mac, Apple Watch and Apple TV. Apple’s four software platforms — iOS, macOS, watchOS and tvOS — provide seamless experiences across all Apple devices and empower people with breakthrough services including the App Store, Apple Music, Apple Pay and iCloud. Apple’s more than 100,000 employees are dedicated to making the best products on earth, and to leaving the world better than we found it.
UCok_yhjwg4WSx3s_2Yh8ZjQ	Las mejores Reviews de los productos más #topedegama del mercado.
UCOmcA3f_RrH6b9NmcNa4tdg	We provide the latest tech news, unbiased reviews, videos, podcasts, software downloads, and How-Tos, making tech products easy to find, understand and use.
UCddiUEpeqJcYeBxX1IVBKvQ	"Welcome to the YouTube channel for TheVerge.com, a team of journalists that examines how technology will change life in the future. Subscribe for explainers, product reviews, technology news, and more.

Executive Producer: Eleanor Donovan
Supervising Producer: Phil Esposito
Senior Director: Vjeran Pavic
Directors: Becca Farsace, Alix Diaconis
Audio Engineer: Andrew Marino
Design Director: Will Joel
Senior Motion Designer: Grayson Blackmon
Director of Audience Development: Ruben Salvadori

"
UCdc_SRhKUlH3grljQXA0skw	구글 코리아 공식 채널입니다.
UCcziTK2NKeWtWQ6kB5tmQ8Q	"Pourquoi bâiller, c'est contagieux ? Qu'est-ce qu'un trou noir ? Comment se forment les arc-en-ciel ? Aristote a-t-il eu raison au moins une fois de son vivant ? Pourquoi 42 ? Docteur qui ? A quoi a vraiment servi Einstein ? Le boson de Higgs ?! Le lolcat de Schrödinger...

Restez curieux, et prenez le temps d'e-penser."
UCdmGjywrxeOPfC7vDllmSgQ	"O maior site sobre tecnologia do Brasil mantém você atualizado de forma descomplicada e simples!

🏆 Somos Top 10 no prêmio iBest 2020! 
Ajude o TecMundo a levar a vitória! É só clicar no link e votar: https://vote.premioibest.com/votacao/conteudo-tecnologia

🥇 Vote no TecMundo na final do prêmio Influency.me!
https://votacao.influency.me/
"
UCe4yxFAIPvftQ9aYGzJ6iTA	"BROMAS,VLOGS,HISTORIAS

BUSINESS/PUBLICIDAD
 gusgrinegocios@gmail.com"
UCR0AnNR7sViH3TWMJl5jyxw	"Welcome to the video home of Jon Rettinger, founder of TechnoBuffalo. 

This channel is a forum for all things electronic. It's an open forum, so feel free to speak your mind.

NOTE: All company e-mails will come from the below address. Any communication from another address is fraudulent.
Email: jon@jflnetwork.com
[For Business Only Please]

-Team-
Jon Rettinger, Creator/Host
Ralph Llerenas, Producer
Matt Gonzalez, Creative Director
Robert Rosenfeld, Video Director"
UC9-y-6csu5WGm29I7JiwpnA	Videos all about computers and computer stuff. Sister channel of Numberphile.
UCK7tptUDHh-RYDsdxO1-5QQ	The new WSJ Video takes you inside carefully selected stories and events in a visually captivating way so you can dig deeper into the news that matters to you. You’ll get breaking headlines, immersive features, interactive media and even virtual reality reporting whether on the go, in the boardroom or at home.
UCDF_NIAEkcAUvzxe1DUzaQA	"Мы создаем качественные и емкие обзоры техники, стараясь обозревать не только самые последние гаджеты, но и интересные инновационные продукты.

Ведущий: Максим Хорошев | twitter.com/khoroshev | instagram.com/khoroshev
Оператор: Денис Мухин | twitter.com/den_mukhin | instagram.com/den_mukhin


По вопросам сотрудничества: ad@rozetked.me"
UCYkoAtIMi6oFG_8SO5YrauQ	Bienvenido!! Te ofrecemos videoanálisis de los mejores gadgets y las últimas noticias de tecnología e Internet, de forma fácil y divertida. Si te gustan nuestros vídeos, ¡suscríbete! :-)
UCHPARXha7xQNbfzwzY7NzUw	"皆様が幸せになれるようにがんばります

お手紙やプレゼントは所属事務所UUUMへ(めぐたそ宛)
UUUMの立ち上げ時にたまたま居ただけの人 

Twitter https://twitter.com/megumibernadett
Facebook https://www.facebook.com/megumi.sakaue"
UCWFKCr40YwOZQx8FHU_ZqqQ	"I review technology from the inside with smartphone durability tests and teardown videos! Mixed with drones and other random projects.
DO NOT EMAIL ME ABOUT GIVEAWAYS OR FREE PHONES. Giveaways are 100% random.

SEND ME STUFF: 

125 East Main Street Suite 335
American Fork, Utah
84003

ANYTHING SENT TO THE ABOVE ADDRESS will not be returned. 
If you want me to make a video tear-down on a product, feel free to send it. But there is no guarantee of a video unless agreed upon beforehand via email.

Videos are for Entertainment Purposes only.  Attempt any repairs at your own risk. 
JerryRigEverything is a participant in the Amazon Services LLC Associates Program, an affiliate advertising program designed to provide a means for sites to earn advertising fees by advertising and linking to amazon.com.
JerryRigEverything is a participant in FIXEZ Affiliate Program, an affiliate advertising program designed to provide a means for sites to earn advertising fees by advertising and linking to FIXEZ"
UCdKyM0XmuvQrD0o5TNhUtkQ	"明镜火拍属明镜电视家族成员，主打评论、访谈等原创资讯类内容；综合直播、连线、现场等不同形式；话题涵盖国际政治、经济金融、军事法律、科技教育、健康生活等各方面。明镜力求打造多元、真实、独立的媒体平台，立足华语世界，纵览全球风云。

激赏明镜：https://www.paypal.me/huopai
明镜火拍Twitter：https://twitter.com/MingjingLive 
明镜火拍Facebook：https://www.facebook.com/mingjinghuopai/

******
欢迎大家参与明镜节目：
热线电话：（+1）5164073560
电报电话：（+1）5165828150
skype热线：（+1）718 838 9806

明镜旗下频道：
明镜火拍
https://www.youtube.com/channel/UCdKyM0XmuvQrD0o5TNhUtkQ
明镜新闻台
https://www.youtube.com/channel/UC6xKvXKdFxPYjZGc5idYycA
明镜电视
https://www.youtube.com/channel/UC3lyWHqUY9IiP4en5jnY6vA

更多新闻资讯来源：
明镜新闻网
www.mingjingnews.com
六度新闻
www.6do.news"
UC8-Th83bH_thdKZDJCrn88g	"The Tonight Show Starring Jimmy Fallon features hilarious highlights from the show including: comedy sketches, music parodies, celebrity interviews, ridiculous games, and, of course, Jimmy's Thank You Notes and hashtags! You'll also find behind the scenes videos and other great web exclusives.

Watch The Tonight Show Starring Jimmy Fallon weeknights at 11:35/10:35c.

The Tonight Show Starring Jimmy Fallon is available now on Peacock, the new streaming service from NBCUniversal.  Watch thousands of hours of hit movies and shows, plus daily news, sports, and pop culture updates.  Stream now on Peacock: https://bit.ly/2AYGd0x"
UCWJ2lWNubArHWmf3FIHbfcQ	National Basketball Association.  Official home of the most compelling basketball action from the NBA
UCrXUsMBcfTVqwAS7DKg9C0Q	YouTube Japan 公式チャンネルでは、国内外で話題になっている様々なカテゴリの動画の再生リストをご紹介中です。YouTube が独自に実施するプログラムやイベントの動画もご紹介します。ぜひ、チャンネル登録して国内外で話題の最新動画をチェックしてください。
UCHkj014U2CQ2Nv0UZeYpE_A	Justin Bieber on Vevo - Official Music Videos, Live Performances, Interviews and more...
UCJ0uqCI0Vqr2Rrt1HseGirg	This is the official YouTube channel for The Late Late Show with James Corden on CBS.
UCANLZYMidaCbLQFWXBC95Jg	
UCbW18JZRgko_mOGm5er8Yzg	One Direction on Vevo - Official Music Videos, Live Performances, Interviews and more...
UCuaFvcY4MhZY3U43mMt1dYQ	Watch all of the latest trailers, clips, and videos from upcoming Disney movies!
UCvC4D8onUfXzvjTOM-dBfEA	Marvel Entertainment, LLC, a wholly-owned subsidiary of The Walt Disney Company, is one of the world's most prominent character-based entertainment companies, built on a proven library of over 8,000 characters featured in a variety of media over seventy years. Marvel utilizes its character franchises in entertainment, licensing and publishing.
UCGIY_O-8vW4rfX98KlMkvRg	"Welcome to the official Nintendo YouTube channel where you'll find all the latest videos, news and content from Nintendo including Nintendo Switch, Wii U and Nintendo 3DS family of systems.

For customer support, please visit http://support.nintendo.com."
UC0VOyT2OCBKdQhF3BAbZ-1g	Listen & download positions: https://arianagrande.lnk.to/positions
UCAuUUnT6oDeKwE6v1NGQxug	"The TED Talks channel features the best talks and performances from the TED Conference, where the world's leading thinkers and doers give the talk of their lives in 18 minutes (or less). Look for talks on Technology, Entertainment and Design -- plus science, business, global issues, the arts and more. You're welcome to link to or embed these videos, forward them to others and share these ideas with people you know.

TED's videos may be used for non-commercial purposes under a Creative Commons License, Attribution–Non Commercial–No Derivatives (or the CC BY – NC – ND 4.0 International) and in accordance with our TED Talks Usage Policy (https://www.ted.com/about/our-organization/our-policies-terms/ted-talks-usage-policy). For more information on using TED for commercial purposes (e.g. employee learning, in a film or online course), please submit a Media Request at https://media-requests.ted.com"
UCiWLfSweyRNmLpgEHekhoAg	"ESPN on YouTube features up-to-the-minute sports news coverage, scores, highlights and commentary for NFL, NHL, MLB, NBA, College Football, NCAA Basketball, Soccer, Fantasy, UFC/Boxing and more. 


✔ Subscribe to ESPN on YouTube: http://es.pn/SUBSCRIBEtoYOUTUBE
✔ Watch ESPN on YouTube TV: http://es.pn/YouTubeTV

Get more ESPN on YouTube:
► First Take: http://es.pn/FirstTakeonYouTube


ESPN on Social Media:
► Follow on Twitter: http://www.twitter.com/espn
► Like on Facebook: http://www.facebook.com/espn
► Follow on Instagram: http://www.instagram.com/espn

More on ESPN.com: http://www.espn.com"
UCDVYQ4Zhbm3S2dlz7P1GBDg	"The official YouTube page of the NFL.

Subscribe to the NFL YouTube channel to see immediate in-game highlights from your favorite teams and players, daily fantasy football updates, all your favorite NFL podcasts, and more!"
UCE_M8A5yxnLfW0KghEeajjw	Apple revolutionized personal technology with the introduction of the Macintosh in 1984. Today, Apple leads the world in innovation with iPhone, iPad, Mac, Apple Watch and Apple TV. Apple’s four software platforms — iOS, macOS, watchOS and tvOS — provide seamless experiences across all Apple devices and empower people with breakthrough services including the App Store, Apple Music, Apple Pay and iCloud. Apple’s more than 100,000 employees are dedicated to making the best products on earth, and to leaving the world better than we found it.
UCTl3QQTvqHFjurroKxexy2Q	"Welcome to the Olympic Channel! With new videos every day, we are the place where the Games never end!

From the best musical moments at the Olympic Games our Music Monday series to weekly compilations videos with highlights of the Olympics on Fridays and exclusive documentaries about the stories behind the glory, this is where you find everything about the biggest sporting event in the world."
UCDPM_n1atn2ijUwHd0NNRQw	"The official YouTube channel of Coldplay. 

With over 100 million records sold, 9 Brit Awards and 7 Grammys, Coldplay is an iconic, alternative rock band with hit songs like Viva La Vida, Hymn For The Weekend, Paradise, The Scientist, Fix You, Adventure Of A Lifetime and Yellow. The band's legendary catalogue also includes eight #1 albums: Parachutes, A Rush of Blood to the Head, X&Y, Viva la Vida, Mylo Xyloto, Ghost Stories and A Head Full of Dreams, as well as popular collaborations like Something Just Like This with The Chainsmokers and Princess of China featuring Rihanna. With their new album Everyday Life featuring Orphans, Coldplay remains as innovative and influential as ever.

Subscribe to Coldplay’s channel for the latest official videos."
UCZGYJFUizSax-yElQaFDp5Q	"Welcome to the official Star Wars YouTube channel -- home to a galaxy of Star Wars videos including trailers, behind-the-scenes featurettes, and original series.

Enjoy breaking news, in-depth looks into your favorite Star Wars movies, and insights into legendary Star Wars characters including Yoda, Han Solo, Luke Skywalker, Rey, Princess Leia Organa, Anakin Skywalker, Chewbacca, Obi-Wan Kenobi, Darth Vader, Ahsoka Tano, and Ezra Bridger.

From the mind of visionary writer/director George Lucas, Star Wars introduced the mystical Force into the cultural vocabulary and it continues to grow, its lush universe ever-expanding through film, television, publishing, video games, and more.

Subscribe to watch the latest videos on Solo: A Star Wars Story, Star Wars Resistance, and the Skywalker saga, and check out the latest episodes of The Star Wars Show, Star Wars Forces of Destiny, and much more."
UCB_qr75-ydFVKSF9Dmo6izg	The Official F1® YouTube Channel – See more at www.Formula1.com
UCsAegdhiYLEoaFGuJFVrqFQ	"The ultimate automotive streaming service.
Get the MotorTrend App for $2/month now! ➡️ https://bit.ly/2GlwALJ
Need help with your MotorTrend subscription? Reach out to our customer care team ➡️Help@MotorTrendOnDemand.com"
UCgJRL30YS6XFxq9Ga8W2J3A	"Mighty Car Mods is an independent automotive series created by a couple of friends, Marty and Moog who started filming videos on Martys mum's driveway in 2007. They've come a long way since then but still have an unwavering focus to show their viewers fantastic automotive projects that they can do themselves at home.
The MCM boys make cars, and they make movies. In fact they do it all, including the music, editing, and automotive with some help from their friends along the way.
Being completely independent, the boys don't have to answer to anyone except their own creative spirit and their focus is on quality over quantity. 
It doesn't matter if you have a brand new turbo charged beast, or an old banger found in your grandfathers shed. Mighty Car Mods openly embraces anyone who wants to better themselves and their cars through involvement with the MCM Community."
UCjOl2AUblVmg2rA_cRgZkFg	"Welcome to the official home of Top Gear on YouTube. Here you will find all the best clips from your favourite episodes, whether that’s Ken Block in the Hoonicorn, Freddie Flintoff bungee jumping off a bridge, or trailers for the new series. You’ll find performance reviews in our series Chris Harris Drives, the best power laps from The Stig and super cars being put up against each other in our Drag Races. You can also find official clips going back over the years featuring Jeremy Clarkson, Richard Hammond and James May. 

Make sure you are subscribed so that you don’t miss out on a thing: http://bit.ly/SubscribeToTopGear
 
This is a commercial channel from BBC Studios.

Service & Feedback https://www.bbcstudios.com/contact/contact-us/"
UCblfuW_4rakIf2h6aqANefA	"Experience the world of Red Bull like you have never seen it before, with the best action sports clips and original series on YouTube.

Watch highlights from sport events like UCI Mountain Bike World Championships, Red Bull Rampage, Red Bull Ice Cross, Red Bull Straight Rhythm, Red Bull Soap Box Race, Red Bull Flugtag, Gaming, Volcom Pipe Pro, Red Bull Cliff Diving or discover the behind the scenes to athletes life from all over the globe.

You can watch plenty more on http://redbull.com "
UC5rBpVgv83gYPZ593XwQUsA	DRIVE celebrates the culture of cars, taking our audience on the road, to the races, to the factories, to the studios -- and to other places car lovers have always wanted to go, but never had the chance.
